ID,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=46da8199d58ac00c,[TmaxAI/R&D]  NLP/음성  부문  AI모델  개발자(*전문연구요원  병역특례포함),성남  분당구,정규직,"23년  2월  졸업  예정자  [음성,  자연어처리]  -관련  분야의  연구  경험  /  기본  지식  보유자  -기본적인  Python  프로그래밍이  가능하신  분  [감성  분석  /  신사업  솔루션  개발]  -머신러닝  및  딥러닝,  언어모델의  종류와..."
https://kr.indeed.com/viewjob?jk=9a9bd236f2d05ff3,Python  기반  빅데이터분석가,서울  방배동,"연봉  25,000,000원  -  30,000,000원정규직",근무조건  정규직  급여  2500~3000만원  지원자격  신입  학력무관  기업정보  2011년  설립(업력  12년)  사원  25명  비상장  중소기업  상세보기
https://kr.indeed.com/viewjob?jk=d37ee1c76b41a9aa,[기술본부]  데이터거버넌스  엔지니어,경기도  성남,,구축에  대해  경험이  있으신  분  -  SQL  활용  능력이  뛰어나신  분  우대사항  -  경력  3년  이하  -  Python이나  Scala  등과  같은  프로그래밍  언어를  활용하여  ETL  개발이  가능하신  분  -  DB  및  Server...
https://kr.indeed.com/viewjob?jk=bf5697c849191acc,[넥슨코리아]  클라우드  데이터베이스  엔지니어,경기도  성남,,스를  경험하신  분  우대사항  -AWS  대용량  데이터베이스  운영을  경험하신  분  -게임  DBA  유경험자  -  Python/Bash/Powershell  1개  이상의  사용  경험  기타사항  -  본  공고는  채용  완료  시  조기  마감될...
https://kr.indeed.com/viewjob?jk=ce8d603fe0a68951,"C#,  소프트웨어  or  Python  기반  응용  S/W  개발  신입/경력",서울  금천구,정규직,Python  기반  응용  S/W  개발  신입/경력  채용  모집부문  및  자격요건  담당업무  자격요건  인원  [담당업무]C#  S/W  개발  or  Python  기반...  트웨어|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>  Python
https://kr.indeed.com/viewjob?jk=22dd1d585de8bf7d,"2022년  하반기  6개월  인턴  개발,  품질테스트,  유지관리",성남  분당구,인턴,통신·모바일·게임>전산·IT기술지원>유지보수|인터넷·IT·통신·모바일·게임>웹프로그래머>  Python|인터넷·IT·통신·모바일·게임>응용프로그래머>  Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>  Python
https://kr.indeed.com/viewjob?jk=ce64528cf4a557ab,[산업기능요원]  Software  Engineer,서울,정규직,"Required  Experience/  Qualifications  산업기능요원  편입/전직  자격을  갖고  계신분  Python  개발에  자신  있는  분  다음과  같은  분야에서  하나  이상의  전문성을  갖춘  분  :  프론트엔드  앱,  분산/병렬..."
https://kr.indeed.com/viewjob?jk=84fdcc3c8a8cf47f,퀀트운용본부  직원(신입  및  인턴),대한민국,인턴,"자격요건  -  체험형  인턴  컴퓨터  관련  전공  우대  -  수학,  통계학,  금융공학,  공학계열  전공자  우대  -  Python,  SQL,  VBA  등  프로그래밍  가능자  우대  -  MS  Office등  문서  작업에  능숙한  분  (워드,  엑셀..."
https://kr.indeed.com/viewjob?jk=9a485175597a753c,Software  Engineer,서울  강남구,정규직,"languages,  including...  limited  to:  C++,  Java,  C,  and  Python.Excellent  verbal  and  written  communication  skills.  About..."
https://kr.indeed.com/viewjob?jk=5ab0b45dfa93411b,Data  Engineer  신입사원,서울  강남구,정규직,"분류,  개인정보  비식별화,  불량  코퍼스  필터링  등  다양한  ML  프로젝트  (예정)[자격요건]-  Julia  /  Python  /  R  중에서  자신  있는  프로그래밍  언어가  있는  분-  하나의  데이터도  놓치지  않고  꼼꼼하게  관리할  수..."
